source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0071900,regulation of protein serine/threonine kinase activity,5.641546932154194e-07,True,"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]",193,595,25,20972,0.04201680672268908,0.12953367875647667,query_1,['GO:0045859']
REAC,REAC:R-HSA-5602358,Diseases associated with the TLR signaling cascade,5.675328344265803e-07,True,Diseases associated with the TLR signaling cascade,32,538,13,11056,0.024163568773234202,0.40625,query_1,['REAC:R-HSA-5260271']
REAC,REAC:R-HSA-5260271,Diseases of Immune System,5.675328344265803e-07,True,Diseases of Immune System,32,538,13,11056,0.024163568773234202,0.40625,query_1,['REAC:R-HSA-1643685']
KEGG,KEGG:04620,Toll-like receptor signaling pathway,5.803629259399811e-07,True,Toll-like receptor signaling pathway,107,497,24,8716,0.0482897384305835,0.22429906542056074,query_1,['KEGG:00000']
GO:MF,GO:1901681,sulfur compound binding,6.093516912620252e-07,True,"""Binding to a sulfur compound."" [GOC:pr, GOC:TermGenie]",263,594,29,20208,0.04882154882154882,0.11026615969581749,query_1,['GO:0005488']
KEGG,KEGG:05200,Pathways in cancer,6.149892429159604e-07,True,Pathways in cancer,530,497,64,8716,0.12877263581488935,0.12075471698113208,query_1,['KEGG:00000']
HP,HP:0031404,Impaired antigen-specific response,6.154304888297458e-07,True,"An impaired immune response mediated by cells expressing specific receptors for antigen produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory).",65,239,18,5200,0.07531380753138076,0.27692307692307694,query_1,['HP:0010978']
KEGG,KEGG:05164,Influenza A,6.252294246927702e-07,True,Influenza A,169,497,31,8716,0.06237424547283702,0.1834319526627219,query_1,['KEGG:00000']
GO:BP,GO:0038127,ERBB signaling pathway,6.280025402366952e-07,True,"""The series of molecular signals initiated by binding of a ligand to a member of the ERBB family of receptor tyrosine kinases on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:jc, PMID:16460914, Wikipedia:ErbB]",179,595,24,20972,0.040336134453781515,0.1340782122905028,query_1,['GO:0007169']
GO:BP,GO:0030030,cell projection organization,6.343930850464422e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:16318917]",1628,595,91,20972,0.15294117647058825,0.055896805896805894,query_1,['GO:0016043']
GO:BP,GO:0061756,leukocyte adhesion to vascular endothelial cell,6.34920459883183e-07,True,"""The attachment of a leukocyte to vascular endothelial cell via adhesion molecules."" [GOC:add, GOC:bc, GOC:BHF, GOC:BHF_miRNA, PMID:23897866]",46,595,13,20972,0.021848739495798318,0.2826086956521739,query_1,['GO:0007159']
GO:BP,GO:0002710,negative regulation of T cell mediated immunity,6.36583654780884e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of T cell mediated immunity."" [GOC:add]",30,595,11,20972,0.018487394957983194,0.36666666666666664,query_1,"['GO:0002456', 'GO:0002707', 'GO:0002709', 'GO:0002823']"
GO:BP,GO:0001558,regulation of cell growth,6.425534041356785e-07,True,"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]",399,595,37,20972,0.06218487394957983,0.09273182957393483,query_1,"['GO:0016049', 'GO:0040008', 'GO:0051128']"
HP,HP:0100763,Abnormality of the lymphatic system,6.610002691004652e-07,True,"An anomaly of the lymphatic system, a network of lymphatic vessels that carry a clear fluid called lymph unidirectionally towards either the right lymphatic duct or the thoracic duct, which in turn drain into the right and left subclavian veins respectively.",814,239,75,5200,0.3138075313807531,0.09213759213759214,query_1,"['HP:0002597', 'HP:0002715']"
GO:BP,GO:1902106,negative regulation of leukocyte differentiation,6.756382188331757e-07,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]",111,595,19,20972,0.031932773109243695,0.17117117117117117,query_1,"['GO:0002521', 'GO:1902105', 'GO:1903707']"
GO:BP,GO:0002761,regulation of myeloid leukocyte differentiation,6.95882539042909e-07,True,"""Any process that modulates the frequency, rate, or extent of myeloid leukocyte differentiation."" [GOC:add]",124,595,20,20972,0.03361344537815126,0.16129032258064516,query_1,"['GO:0002573', 'GO:0045637', 'GO:1902105']"
GO:MF,GO:0005488,binding,7.049157877336968e-07,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",18447,594,578,20208,0.9730639730639731,0.03133300807719412,query_1,['GO:0003674']
GO:BP,GO:0043903,regulation of biological process involved in symbiotic interaction,7.31044834541329e-07,True,"""Any process that modulates the frequency, rate or extent of symbiosis, an interaction between two organisms living together in more or less intimate association."" [GOC:jl]",38,595,12,20972,0.020168067226890758,0.3157894736842105,query_1,"['GO:0044403', 'GO:0050789']"
HP,HP:0003493,Antinuclear antibody positivity,7.52227292575806e-07,True,The presence of autoantibodies in the serum that react against nuclei or nuclear components.,82,239,20,5200,0.08368200836820083,0.24390243902439024,query_1,['HP:0030057']
HP,HP:0001287,Meningitis,7.52227292575806e-07,True,Inflammation of the meninges.,82,239,20,5200,0.08368200836820083,0.24390243902439024,query_1,['HP:0011450']
HP,HP:0410242,Abnormal circulating IgG concentration,7.556982304449774e-07,True,An abnormal deviation from normal levels of IgG immunoglobulin in blood.,138,239,26,5200,0.1087866108786611,0.18840579710144928,query_1,['HP:0010701']
GO:CC,GO:0030134,COPII-coated ER to Golgi transport vesicle,7.769933432102395e-07,True,"""A vesicle with a coat formed of the COPII coat complex proteins. The COPII coat complex is formed by the Sec23p/Sec24p and the Sec13p/Sec31p heterodimers. COPII-associated vesicles transport proteins from the rough endoplasmic reticulum to the Golgi apparatus (anterograde transport)."" [PMID:11252894, PMID:17499046, PMID:22160157, PMID:8004676, Wikipedia:COPII]",90,601,16,22155,0.026622296173044926,0.17777777777777778,query_1,['GO:0030135']
GO:BP,GO:0044703,multi-organism reproductive process,7.863679567115356e-07,True,"""A biological process that directly contributes to the process of producing new individuals, involving another organism."" [GOC:jl]",196,595,25,20972,0.04201680672268908,0.12755102040816327,query_1,['GO:0022414']
GO:BP,GO:0001885,endothelial cell development,7.993295598608689e-07,True,"""The progression of an endothelial cell over time, from its formation to the mature structure."" [GOC:dph]",66,595,15,20972,0.025210084033613446,0.22727272727272727,query_1,"['GO:0002064', 'GO:0045446']"
GO:BP,GO:0051209,release of sequestered calcium ion into cytosol,8.068330402307014e-07,True,"""The process in which calcium ions sequestered in the endoplasmic reticulum, Golgi apparatus or mitochondria are released into the cytosolic compartment."" [GOC:dph, GOC:hjd, GOC:mtg_lung, PMID:1814929]",125,595,20,20972,0.03361344537815126,0.16,query_1,['GO:0097553']
KEGG,KEGG:05134,Legionellosis,8.136326688321416e-07,True,Legionellosis,56,497,17,8716,0.03420523138832998,0.30357142857142855,query_1,['KEGG:00000']
GO:BP,GO:0033077,T cell differentiation in thymus,8.197410146349796e-07,True,"""The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."" [GOC:add, ISBN:0781735149]",88,595,17,20972,0.02857142857142857,0.19318181818181818,query_1,['GO:0030217']
HP,HP:0033331,Acute phase response,8.430021187050523e-07,True,"Presence of one or more manifestations of the acute phase response. Acute phase proteins (APP) are blood proteins primarily synthesized by hepatocytes as part of the acute phase response (APR). The APR is part of the early-defense or innate immune system, which is triggered by different stimuli including trauma, infection, stress, neoplasia, and inflammation. The APR results in a complex systemic reaction with the goal of reestablishing homeostasis and promoting healing.",215,239,33,5200,0.13807531380753138,0.15348837209302327,query_1,['HP:0001939']
GO:BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,8.833058721933718e-07,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections."" [GOC:krc]",623,595,48,20972,0.08067226890756303,0.07704654895666131,query_1,"['GO:0031344', 'GO:0120036']"
MIRNA,MIRNA:hsa-mir-146a-5p,hsa-mir-146a-5p,9.218154118594325e-07,True,hsa-mir-146a-5p,196,574,27,16638,0.047038327526132406,0.1377551020408163,query_1,['MIRNA:000000']
GO:BP,GO:0002483,antigen processing and presentation of endogenous peptide antigen,9.340982772949341e-07,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC protein complex. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell."" [GOC:add, ISBN:0781735149]",24,595,10,20972,0.01680672268907563,0.4166666666666667,query_1,"['GO:0019883', 'GO:0048002']"
GO:BP,GO:0001503,ossification,9.791265696904816e-07,True,"""The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:mtg_mpo, PMID:17572649]",424,595,38,20972,0.06386554621848739,0.08962264150943396,query_1,['GO:0032501']
HP,HP:0004431,Reduced circulating complement concentration,9.827248783112115e-07,True,An immunodeficiency defined by the absent or suboptimal functioning of one of the complement system proteins.,59,239,17,5200,0.07112970711297072,0.288135593220339,query_1,['HP:0005339']
WP,WP:WP5087,Pleural mesothelioma,1.0003403387328342e-06,True,Pleural mesothelioma,435,490,55,8899,0.11224489795918367,0.12643678160919541,query_1,['WP:000000']
GO:BP,GO:0043030,regulation of macrophage activation,1.0231558792130192e-06,True,"""Any process that modulates the frequency or rate of macrophage activation."" [GOC:jl]",57,595,14,20972,0.023529411764705882,0.24561403508771928,query_1,"['GO:0002694', 'GO:0042116']"
HP,HP:0000099,Glomerulonephritis,1.0381740625926332e-06,True,Inflammation of the renal glomeruli.,120,239,24,5200,0.100418410041841,0.2,query_1,"['HP:0000095', 'HP:0000123']"
WP,WP:WP1449,Regulation of toll like receptor signaling,1.0392596801758786e-06,True,Regulation of toll like receptor signaling,145,490,28,8899,0.05714285714285714,0.19310344827586207,query_1,['WP:000000']
HP,HP:0001881,Abnormal leukocyte morphology,1.045832171719107e-06,True,An abnormality of leukocytes.,661,239,65,5200,0.2719665271966527,0.09833585476550681,query_1,"['HP:0001871', 'HP:0010987']"
HP,HP:0010987,Abnormal cellular immune system morphology,1.045832171719107e-06,True,An abnormality of the morphology or counts of the cells that make up the immune system.,661,239,65,5200,0.2719665271966527,0.09833585476550681,query_1,['HP:0032251']
GO:BP,GO:0002858,regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,1.0645284498430484e-06,True,"""Any process that modulates the frequency, rate, or extent of natural killer cell mediated cytotoxicity directed against tumor cell target."" [GOC:add]",9,595,7,20972,0.011764705882352941,0.7777777777777778,query_1,"['GO:0002420', 'GO:0002855', 'GO:0042269']"
HP,HP:0000951,Abnormality of the skin,1.0770973268417837e-06,True,An abnormality of the skin.,2192,239,147,5200,0.6150627615062761,0.06706204379562043,query_1,['HP:0001574']
GO:MF,GO:0005031,tumor necrosis factor receptor activity,1.1561362303477519e-06,True,"""Combining with tumor necrosis factor, a proinflammatory cytokine produced by monocytes and macrophages, to initiate a change in cell function."" [GOC:jl, http://lookwayup.com/]",10,594,7,20208,0.011784511784511785,0.7,query_1,['GO:0005035']
GO:MF,GO:0050786,RAGE receptor binding,1.1561362303477519e-06,True,"""Binding to a RAGE receptor, the receptor for advanced glycation end-products."" [GOC:ai]",10,594,7,20208,0.011784511784511785,0.7,query_1,['GO:0005102']
GO:MF,GO:0071723,lipopeptide binding,1.1561362303477519e-06,True,"""Binding to a lipopeptide, any of a group of organic compounds comprising two or more amino acids linked by peptide bonds and containing a nonprotein group consisting of a lipid or lipids."" [GOC:add, PMID:12077222, PMID:12524386, PMID:2757794]",10,594,7,20208,0.011784511784511785,0.7,query_1,['GO:0008289']
GO:BP,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,1.1822552516304346e-06,True,"""An immune response against microbes mediated by anti-microbial peptides in body fluid."" [PMID:15761415, PMID:24287494]",102,595,18,20972,0.030252100840336135,0.17647058823529413,query_1,['GO:0019730']
GO:BP,GO:1903036,positive regulation of response to wounding,1.2539420808475633e-06,True,"""Any process that activates or increases the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]",68,595,15,20972,0.025210084033613446,0.22058823529411764,query_1,"['GO:0009611', 'GO:0048584', 'GO:1903034']"
